headline,pubDate,tokens,lemmatized_tokens,source,voice_spacy,Described Victim,Suffering Label,Perpetrator,mentions_death,Implicit Perpetrator,week,voice_gpt4
'More than 100' die in crowd near Gaza aid convoy,2024-03-01,"[""'More"", 'than', ""100'"", 'die', 'in', 'crowd', 'near', 'Gaza', 'aid', 'convoy']","[""'More"", 'than', ""100'"", 'die', 'in', 'crowd', 'near', 'Gaza', 'aid', 'convoy']",bbc,unclear,0.0,Palestinian suffering,none,1,Israel,2024-02-26,passive
"As Hungry Gazans Crowd an Aid Convoy, a Crush of Bodies, Israeli Gunshots and a Deadly Toll",2024-03-01,"['As', 'Hungry', 'Gazans', 'Crowd', 'an', 'Aid', 'Convoy,', 'a', 'Crush', 'of', 'Bodies,', 'Israeli', 'Gunshots', 'and', 'a', 'Deadly', 'Toll']","['As', 'Hungry', 'Gazans', 'Crowd', 'an', 'Aid', 'Convoy,', 'a', 'Crush', 'of', 'Bodies,', 'Israeli', 'Gunshots', 'and', 'a', 'Deadly', 'Toll']",nyt,active,0.0,Palestinian suffering,israel,0,Israel,2024-02-26,active
I.D.F. Videos Add to Confusion Over Gazans Killed at Aid Site,2024-03-01,"['I.D.F.', 'Videos', 'Add', 'to', 'Confusion', 'Over', 'Gazans', 'Killed', 'at', 'Aid', 'Site']","['I.D.F.', 'Videos', 'Add', 'to', 'Confusion', 'Over', 'Gazans', 'Killed', 'at', 'Aid', 'Site']",nyt,active,0.0,Palestinian suffering,i.d.f.,1,Israel,2024-02-26,active
Israel yet to provide evidence to back UNRWA 7 October attack claims – UN,2024-03-01,"['Israel', 'yet', 'to', 'provide', 'evidence', 'to', 'back', 'UNRWA', '7', 'October', 'attack', 'claims', '–', 'UN']","['Israel', 'yet', 'to', 'provide', 'evidence', 'to', 'back', 'UNRWA', '7', 'October', 'attack', 'claim', '–', 'UN']",guardian,unclear,,No suffering described,none,0,Israel,2024-02-26,active
Middle East crisis live: UK-owned cargo ship sinks in Red Sea days after Houthi attack; US aircraft carry out airdrops of aid to Gaza – as it happened,2024-03-02,"['Middle', 'East', 'crisis', 'live:', 'UK-owned', 'cargo', 'ship', 'sinks', 'in', 'Red', 'Sea', 'days', 'after', 'Houthi', 'attack;', 'US', 'aircraft', 'carry', 'out', 'airdrops', 'of', 'aid', 'to', 'Gaza', '–', 'as', 'it', 'happened']","['Middle', 'East', 'crisis', 'live:', 'UK-owned', 'cargo', 'ship', 'sink', 'in', 'Red', 'Sea', 'day', 'after', 'Houthi', 'attack;', 'US', 'aircraft', 'carry', 'out', 'airdrop', 'of', 'aid', 'to', 'Gaza', '–', 'a', 'it', 'happened']",guardian,active,2.0,Other suffering,houthi,0,Other,2024-02-26,active
Shock and a struggle to comprehend after US airman's Gaza protest death,2024-03-02,"['Shock', 'and', 'a', 'struggle', 'to', 'comprehend', 'after', 'US', ""airman's"", 'Gaza', 'protest', 'death']","['Shock', 'and', 'a', 'struggle', 'to', 'comprehend', 'after', 'US', ""airman's"", 'Gaza', 'protest', 'death']",bbc,unclear,2.0,Other suffering,none,0,Other,2024-02-26,active
"Israeli Strike Near Rafah Hospital Kills at Least 11, Gaza Officials Say",2024-03-02,"['Israeli', 'Strike', 'Near', 'Rafah', 'Hospital', 'Kills', 'at', 'Least', '11,', 'Gaza', 'Officials', 'Say']","['Israeli', 'Strike', 'Near', 'Rafah', 'Hospital', 'Kills', 'at', 'Least', '11,', 'Gaza', 'Officials', 'Say']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2024-02-26,passive
U.N. Experts Say Gaza Is Close to Famine. What Does That Mean?,2024-03-03,"['U.N.', 'Experts', 'Say', 'Gaza', 'Is', 'Close', 'to', 'Famine.', 'What', 'Does', 'That', 'Mean?']","['U.N.', 'Experts', 'Say', 'Gaza', 'Is', 'Close', 'to', 'Famine.', 'What', 'Does', 'That', 'Mean?']",nyt,active,0.0,Palestinian suffering,none,0,Other,2024-02-26,active
Lack of Plan for Governing Gaza Formed Backdrop to Deadly Convoy Chaos,2024-03-03,"['Lack', 'of', 'Plan', 'for', 'Governing', 'Gaza', 'Formed', 'Backdrop', 'to', 'Deadly', 'Convoy', 'Chaos']","['Lack', 'of', 'Plan', 'for', 'Governing', 'Gaza', 'Formed', 'Backdrop', 'to', 'Deadly', 'Convoy', 'Chaos']",nyt,unclear,0.0,Palestinian suffering,none,0,Other,2024-02-26,active
"Aid corridor needed urgently to prevent famine in north Gaza, says WFP official",2024-03-04,"['Aid', 'corridor', 'needed', 'urgently', 'to', 'prevent', 'famine', 'in', 'north', 'Gaza,', 'says', 'WFP', 'official']","['Aid', 'corridor', 'needed', 'urgently', 'to', 'prevent', 'famine', 'in', 'north', 'Gaza,', 'say', 'WFP', 'official']",guardian,active,0.0,Palestinian suffering,none,0,Other,2024-03-04,active
UN says rape likely committed in Hamas attack on Israel,2024-03-04,"['UN', 'says', 'rape', 'likely', 'committed', 'in', 'Hamas', 'attack', 'on', 'Israel']","['UN', 'say', 'rape', 'likely', 'committed', 'in', 'Hamas', 'attack', 'on', 'Israel']",bbc,active,1.0,Israeli suffering,hamas,0,Hamas,2024-03-04,passive
Hamas negotiators under pressure to produce list of hostages to be released,2024-03-04,"['Hamas', 'negotiators', 'under', 'pressure', 'to', 'produce', 'list', 'of', 'hostages', 'to', 'be', 'released']","['Hamas', 'negotiator', 'under', 'pressure', 'to', 'produce', 'list', 'of', 'hostage', 'to', 'be', 'released']",guardian,passive,0.0,Palestinian suffering,none,0,Hamas,2024-03-04,active
"Only a Trickle of Aid Reaches Northern Gaza, as Hunger Worsens",2024-03-04,"['Only', 'a', 'Trickle', 'of', 'Aid', 'Reaches', 'Northern', 'Gaza,', 'as', 'Hunger', 'Worsens']","['Only', 'a', 'Trickle', 'of', 'Aid', 'Reaches', 'Northern', 'Gaza,', 'a', 'Hunger', 'Worsens']",nyt,unclear,0.0,Palestinian suffering,none,0,Other,2024-03-04,active
U.N. Team Finds Grounds to Support Reports of Sexual Violence in Hamas Attack,2024-03-04,"['U.N.', 'Team', 'Finds', 'Grounds', 'to', 'Support', 'Reports', 'of', 'Sexual', 'Violence', 'in', 'Hamas', 'Attack']","['U.N.', 'Team', 'Finds', 'Grounds', 'to', 'Support', 'Reports', 'of', 'Sexual', 'Violence', 'in', 'Hamas', 'Attack']",nyt,active,0.0,Palestinian suffering,hamas,0,Hamas,2024-03-04,active
A Deadly Aid Delivery and Growing Threat of Famine in Gaza,2024-03-05,"['A', 'Deadly', 'Aid', 'Delivery', 'and', 'Growing', 'Threat', 'of', 'Famine', 'in', 'Gaza']","['A', 'Deadly', 'Aid', 'Delivery', 'and', 'Growing', 'Threat', 'of', 'Famine', 'in', 'Gaza']",nyt,unclear,0.0,Palestinian suffering,none,0,Other,2024-03-04,active
Israel-Hamas Talks Over Hostage Releases and a Cease-Fire Stall,2024-03-06,"['Israel-Hamas', 'Talks', 'Over', 'Hostage', 'Releases', 'and', 'a', 'Cease-Fire', 'Stall']","['Israel-Hamas', 'Talks', 'Over', 'Hostage', 'Releases', 'and', 'a', 'Cease-Fire', 'Stall']",nyt,unclear,,No suffering described,none,0,Other,2024-03-04,active
'My son Ali has already died': Father's plea for Gaza's starving children,2024-03-06,"[""'My"", 'son', 'Ali', 'has', 'already', ""died':"", ""Father's"", 'plea', 'for', ""Gaza's"", 'starving', 'children']","[""'My"", 'son', 'Ali', 'ha', 'already', ""died':"", ""Father's"", 'plea', 'for', ""Gaza's"", 'starving', 'child']",bbc,active,0.0,Palestinian suffering,none,1,Other,2024-03-04,active
Five killed in Gaza aid drop parachute failure - reports,2024-03-08,"['Five', 'killed', 'in', 'Gaza', 'aid', 'drop', 'parachute', 'failure', '-', 'reports']","['Five', 'killed', 'in', 'Gaza', 'aid', 'drop', 'parachute', 'failure', '-', 'report']",bbc,active,0.0,Palestinian suffering,none,1,Other,2024-03-04,passive
West Bank violence: 'My child's destiny was to get killed',2024-03-08,"['West', 'Bank', 'violence:', ""'My"", ""child's"", 'destiny', 'was', 'to', 'get', ""killed'""]","['West', 'Bank', 'violence:', ""'My"", ""child's"", 'destiny', 'wa', 'to', 'get', ""killed'""]",bbc,passive,0.0,Palestinian suffering,none,1,Other,2024-03-04,active
"Providing Both Bombs and Food, Biden Puts Himself in the Middle of Gaza’s War",2024-03-09,"['Providing', 'Both', 'Bombs', 'and', 'Food,', 'Biden', 'Puts', 'Himself', 'in', 'the', 'Middle', 'of', 'Gaza’s', 'War']","['Providing', 'Both', 'Bombs', 'and', 'Food,', 'Biden', 'Puts', 'Himself', 'in', 'the', 'Middle', 'of', 'Gaza’s', 'War']",nyt,active,,No suffering described,biden,0,Other,2024-03-04,active
‘We refute our Jewishness and the Holocaust being hijacked’: Jonathan Glazer calls for end to Gaza attacks at Oscars,2024-03-11,"['‘We', 'refute', 'our', 'Jewishness', 'and', 'the', 'Holocaust', 'being', 'hijacked’:', 'Jonathan', 'Glazer', 'calls', 'for', 'end', 'to', 'Gaza', 'attacks', 'at', 'Oscars']","['‘We', 'refute', 'our', 'Jewishness', 'and', 'the', 'Holocaust', 'being', 'hijacked’:', 'Jonathan', 'Glazer', 'call', 'for', 'end', 'to', 'Gaza', 'attack', 'at', 'Oscars']",guardian,passive,0.0,Palestinian suffering,none,0,Israel,2024-03-11,active
"U.S.-Israeli Citizen Itay Chen Was Killed in Oct. 7 Attack, Parents Say",2024-03-12,"['U.S.-Israeli', 'Citizen', 'Itay', 'Chen', 'Was', 'Killed', 'in', 'Oct.', '7', 'Attack,', 'Parents', 'Say']","['U.S.-Israeli', 'Citizen', 'Itay', 'Chen', 'Was', 'Killed', 'in', 'Oct.', '7', 'Attack,', 'Parents', 'Say']",nyt,passive,1.0,Israeli suffering,none,1,Other,2024-03-11,passive
"Middle East crisis: Israel and Hamas ‘not near a truce’, says Qatar; Biden ‘devastated’ US-Israeli citizen killed in 7 October attack – as it happened",2024-03-12,"['Middle', 'East', 'crisis:', 'Israel', 'and', 'Hamas', '‘not', 'near', 'a', 'truce’,', 'says', 'Qatar;', 'Biden', '‘devastated’', 'US-Israeli', 'citizen', 'killed', 'in', '7', 'October', 'attack', '–', 'as', 'it', 'happened']","['Middle', 'East', 'crisis:', 'Israel', 'and', 'Hamas', '‘not', 'near', 'a', 'truce’,', 'say', 'Qatar;', 'Biden', '‘devastated’', 'US-Israeli', 'citizen', 'killed', 'in', '7', 'October', 'attack', '–', 'a', 'it', 'happened']",guardian,active,1.0,Israeli suffering,none,1,Other,2024-03-11,active
Israeli forces shoot dead 12-year-old who set off firework,2024-03-13,"['Israeli', 'forces', 'shoot', 'dead', '12-year-old', 'who', 'set', 'off', 'firework']","['Israeli', 'force', 'shoot', 'dead', '12-year-old', 'who', 'set', 'off', 'firework']",bbc,active,0.0,Palestinian suffering,israel,0,Israel,2024-03-11,active
"Return hostages at any cost, says Israeli freed from Gaza",2024-03-13,"['Return', 'hostages', 'at', 'any', 'cost,', 'says', 'Israeli', 'freed', 'from', 'Gaza']","['Return', 'hostage', 'at', 'any', 'cost,', 'say', 'Israeli', 'freed', 'from', 'Gaza']",bbc,active,1.0,Israeli suffering,none,0,Other,2024-03-11,active
"Israel broke international law with tank shelling that killed journalist, UN finds",2024-03-13,"['Israel', 'broke', 'international', 'law', 'with', 'tank', 'shelling', 'that', 'killed', 'journalist,', 'UN', 'finds']","['Israel', 'broke', 'international', 'law', 'with', 'tank', 'shelling', 'that', 'killed', 'journalist,', 'UN', 'find']",guardian,active,0.0,Palestinian suffering,israel,1,Israel,2024-03-11,passive
Israel’s Justice Ministry Opens Inquiry Into Police Killing of Youth in East Jerusalem,2024-03-13,"['Israel’s', 'Justice', 'Ministry', 'Opens', 'Inquiry', 'Into', 'Police', 'Killing', 'of', 'Youth', 'in', 'East', 'Jerusalem']","['Israel’s', 'Justice', 'Ministry', 'Opens', 'Inquiry', 'Into', 'Police', 'Killing', 'of', 'Youth', 'in', 'East', 'Jerusalem']",nyt,unclear,0.0,Palestinian suffering,israel’s justice ministry,1,Israel,2024-03-11,active
Israeli Strike Kills a Hamas Operative in Lebanon,2024-03-13,"['Israeli', 'Strike', 'Kills', 'a', 'Hamas', 'Operative', 'in', 'Lebanon']","['Israeli', 'Strike', 'Kills', 'a', 'Hamas', 'Operative', 'in', 'Lebanon']",nyt,unclear,1.0,Israeli suffering,israel,1,Israel,2024-03-11,active
"Trapped by gunfire at Gaza hospital, people risked death to help injured",2024-03-14,"['Trapped', 'by', 'gunfire', 'at', 'Gaza', 'hospital,', 'people', 'risked', 'death', 'to', 'help', 'injured']","['Trapped', 'by', 'gunfire', 'at', 'Gaza', 'hospital,', 'people', 'risked', 'death', 'to', 'help', 'injured']",bbc,active,0.0,Palestinian suffering,none,0,Other,2024-03-11,passive
'Every day felt like an eternity' - freed Israeli hostage,2024-03-14,"[""'Every"", 'day', 'felt', 'like', 'an', ""eternity'"", '-', 'freed', 'Israeli', 'hostage']","[""'Every"", 'day', 'felt', 'like', 'an', ""eternity'"", '-', 'freed', 'Israeli', 'hostage']",bbc,active,1.0,Israeli suffering,none,0,Other,2024-03-11,active
"Giandomenico Picco, Diplomat Who Freed Hostages in Lebanon, Dies at 75",2024-03-14,"['Giandomenico', 'Picco,', 'Diplomat', 'Who', 'Freed', 'Hostages', 'in', 'Lebanon,', 'Dies', 'at', '75']","['Giandomenico', 'Picco,', 'Diplomat', 'Who', 'Freed', 'Hostages', 'in', 'Lebanon,', 'Dies', 'at', '75']",nyt,active,2.0,Other suffering,none,1,Other,2024-03-11,active
"Another Gaza Aid Convoy Ends in Violence, With at Least 20 Killed",2024-03-15,"['Another', 'Gaza', 'Aid', 'Convoy', 'Ends', 'in', 'Violence,', 'With', 'at', 'Least', '20', 'Killed']","['Another', 'Gaza', 'Aid', 'Convoy', 'Ends', 'in', 'Violence,', 'With', 'at', 'Least', '20', 'Killed']",nyt,active,0.0,Palestinian suffering,none,1,Other,2024-03-11,passive
U.N. Documents More Than Two Dozen Attacks on Gazans Waiting for Aid Since January,2024-03-16,"['U.N.', 'Documents', 'More', 'Than', 'Two', 'Dozen', 'Attacks', 'on', 'Gazans', 'Waiting', 'for', 'Aid', 'Since', 'January']","['U.N.', 'Documents', 'More', 'Than', 'Two', 'Dozen', 'Attacks', 'on', 'Gazans', 'Waiting', 'for', 'Aid', 'Since', 'January']",nyt,active,0.0,Palestinian suffering,none,0,Other,2024-03-11,passive
"'He will come back’ - Israeli hostage families cling to hope, and demand a deal",2024-03-17,"[""'He"", 'will', 'come', 'back’', '-', 'Israeli', 'hostage', 'families', 'cling', 'to', 'hope,', 'and', 'demand', 'a', 'deal']","[""'He"", 'will', 'come', 'back’', '-', 'Israeli', 'hostage', 'family', 'cling', 'to', 'hope,', 'and', 'demand', 'a', 'deal']",bbc,active,1.0,Israeli suffering,none,0,Other,2024-03-11,active
"Israel is provoking famine in Gaza, says EU foreign policy chief – video",2024-03-18,"['Israel', 'is', 'provoking', 'famine', 'in', 'Gaza,', 'says', 'EU', 'foreign', 'policy', 'chief', '–', 'video']","['Israel', 'is', 'provoking', 'famine', 'in', 'Gaza,', 'say', 'EU', 'foreign', 'policy', 'chief', '–', 'video']",guardian,active,0.0,Palestinian suffering,israel,0,Israel,2024-03-18,active
"Gaza faces famine during Ramadan, the holy month of fasting",2024-03-18,"['Gaza', 'faces', 'famine', 'during', 'Ramadan,', 'the', 'holy', 'month', 'of', 'fasting']","['Gaza', 'face', 'famine', 'during', 'Ramadan,', 'the', 'holy', 'month', 'of', 'fasting']",bbc,active,0.0,Palestinian suffering,none,0,Other,2024-03-18,active
"‘Catastrophic levels of hunger’ in Gaza mean famine is imminent, says aid coalition",2024-03-18,"['‘Catastrophic', 'levels', 'of', 'hunger’', 'in', 'Gaza', 'mean', 'famine', 'is', 'imminent,', 'says', 'aid', 'coalition']","['‘Catastrophic', 'level', 'of', 'hunger’', 'in', 'Gaza', 'mean', 'famine', 'is', 'imminent,', 'say', 'aid', 'coalition']",guardian,active,0.0,Palestinian suffering,none,0,Other,2024-03-18,active
"Famine Is ‘Imminent’ for Northern Gaza, Experts Say",2024-03-18,"['Famine', 'Is', '‘Imminent’', 'for', 'Northern', 'Gaza,', 'Experts', 'Say']","['Famine', 'Is', '‘Imminent’', 'for', 'Northern', 'Gaza,', 'Experts', 'Say']",nyt,active,0.0,Palestinian suffering,none,0,Other,2024-03-18,active
Food Experts Predict ‘Imminent’ Famine in Northern Gaza,2024-03-18,"['Food', 'Experts', 'Predict', '‘Imminent’', 'Famine', 'in', 'Northern', 'Gaza']","['Food', 'Experts', 'Predict', '‘Imminent’', 'Famine', 'in', 'Northern', 'Gaza']",nyt,active,0.0,Palestinian suffering,none,0,Other,2024-03-18,active
"Who was Marwan Issa, the Hamas commander killed by Israel?",2024-03-18,"['Who', 'was', 'Marwan', 'Issa,', 'the', 'Hamas', 'commander', 'killed', 'by', 'Israel?']","['Who', 'wa', 'Marwan', 'Issa,', 'the', 'Hamas', 'commander', 'killed', 'by', 'Israel?']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2024-03-18,passive
Entire Gaza population facing acute hunger - US,2024-03-19,"['Entire', 'Gaza', 'population', 'facing', 'acute', 'hunger', '-', 'US']","['Entire', 'Gaza', 'population', 'facing', 'acute', 'hunger', '-', 'US']",bbc,unclear,0.0,Palestinian suffering,none,0,Other,2024-03-18,active
‘Man-made famine’ charge against Israel is backed by mounting body of evidence,2024-03-20,"['‘Man-made', 'famine’', 'charge', 'against', 'Israel', 'is', 'backed', 'by', 'mounting', 'body', 'of', 'evidence']","['‘Man-made', 'famine’', 'charge', 'against', 'Israel', 'is', 'backed', 'by', 'mounting', 'body', 'of', 'evidence']",guardian,passive,0.0,Palestinian suffering,israel,0,Israel,2024-03-18,active
Israeli diplomats pre-emptively attack findings of Unrwa inquiries,2024-03-20,"['Israeli', 'diplomats', 'pre-emptively', 'attack', 'findings', 'of', 'Unrwa', 'inquiries']","['Israeli', 'diplomat', 'pre-emptively', 'attack', 'finding', 'of', 'Unrwa', 'inquiry']",guardian,active,,No suffering described,israeli diplomats,0,Israel,2024-03-18,active
World Bank report finds imminent risk of catastrophic famine in Gaza Strip,2024-03-20,"['World', 'Bank', 'report', 'finds', 'imminent', 'risk', 'of', 'catastrophic', 'famine', 'in', 'Gaza', 'Strip']","['World', 'Bank', 'report', 'find', 'imminent', 'risk', 'of', 'catastrophic', 'famine', 'in', 'Gaza', 'Strip']",guardian,active,0.0,Palestinian suffering,none,0,Other,2024-03-18,active
Police accused of stifling protest after Manchester arrest over Palestine chant,2024-03-21,"['Police', 'accused', 'of', 'stifling', 'protest', 'after', 'Manchester', 'arrest', 'over', 'Palestine', 'chant']","['Police', 'accused', 'of', 'stifling', 'protest', 'after', 'Manchester', 'arrest', 'over', 'Palestine', 'chant']",guardian,active,2.0,Other suffering,police,0,Other,2024-03-18,passive
US calls for immediate Gaza ceasefire and hostage deal in draft UN resolution,2024-03-21,"['US', 'calls', 'for', 'immediate', 'Gaza', 'ceasefire', 'and', 'hostage', 'deal', 'in', 'draft', 'UN', 'resolution']","['US', 'call', 'for', 'immediate', 'Gaza', 'ceasefire', 'and', 'hostage', 'deal', 'in', 'draft', 'UN', 'resolution']",guardian,active,0.0,Palestinian suffering,none,0,Other,2024-03-18,active
US resolution on Gaza ceasefire and hostage deal vetoed by Russia and China,2024-03-22,"['US', 'resolution', 'on', 'Gaza', 'ceasefire', 'and', 'hostage', 'deal', 'vetoed', 'by', 'Russia', 'and', 'China']","['US', 'resolution', 'on', 'Gaza', 'ceasefire', 'and', 'hostage', 'deal', 'vetoed', 'by', 'Russia', 'and', 'China']",guardian,unclear,,No suffering described,russia and china,0,Other,2024-03-18,active
US call at UN for Gaza truce linked to hostages blocked,2024-03-22,"['US', 'call', 'at', 'UN', 'for', 'Gaza', 'truce', 'linked', 'to', 'hostages', 'blocked']","['US', 'call', 'at', 'UN', 'for', 'Gaza', 'truce', 'linked', 'to', 'hostage', 'blocked']",bbc,active,0.0,Palestinian suffering,none,0,Other,2024-03-18,active
UN calls for humanitarian ceasefire amid urgent efforts to avoid Gaza famine,2024-03-23,"['UN', 'calls', 'for', 'humanitarian', 'ceasefire', 'amid', 'urgent', 'efforts', 'to', 'avoid', 'Gaza', 'famine']","['UN', 'call', 'for', 'humanitarian', 'ceasefire', 'amid', 'urgent', 'effort', 'to', 'avoid', 'Gaza', 'famine']",guardian,active,0.0,Palestinian suffering,none,0,Other,2024-03-18,active
Israeli Hostage Says She Was Sexually Assaulted and Tortured in Gaza,2024-03-26,"['Israeli', 'Hostage', 'Says', 'She', 'Was', 'Sexually', 'Assaulted', 'and', 'Tortured', 'in', 'Gaza']","['Israeli', 'Hostage', 'Says', 'She', 'Was', 'Sexually', 'Assaulted', 'and', 'Tortured', 'in', 'Gaza']",nyt,active,1.0,Israeli suffering,none,0,Hamas,2024-03-25,active
Hostages’ relatives arrested as Gaza talks break down,2024-03-27,"['Hostages’', 'relatives', 'arrested', 'as', 'Gaza', 'talks', 'break', 'down']","['Hostages’', 'relative', 'arrested', 'a', 'Gaza', 'talk', 'break', 'down']",bbc,active,0.0,Palestinian suffering,none,0,Other,2024-03-25,passive
‘Famine is setting in’: UN court orders Israel to unblock Gaza food aid,2024-03-28,"['‘Famine', 'is', 'setting', 'in’:', 'UN', 'court', 'orders', 'Israel', 'to', 'unblock', 'Gaza', 'food', 'aid']","['‘Famine', 'is', 'setting', 'in’:', 'UN', 'court', 'order', 'Israel', 'to', 'unblock', 'Gaza', 'food', 'aid']",guardian,active,0.0,Palestinian suffering,israel,0,Israel,2024-03-25,active
What We Know About Palestinians Detained in Israel,2024-03-28,"['What', 'We', 'Know', 'About', 'Palestinians', 'Detained', 'in', 'Israel']","['What', 'We', 'Know', 'About', 'Palestinians', 'Detained', 'in', 'Israel']",nyt,active,0.0,Palestinian suffering,israel,0,Israel,2024-03-25,active
Airstrikes Kill Soldiers in Syria in Apparent Israeli Attack,2024-03-29,"['Airstrikes', 'Kill', 'Soldiers', 'in', 'Syria', 'in', 'Apparent', 'Israeli', 'Attack']","['Airstrikes', 'Kill', 'Soldiers', 'in', 'Syria', 'in', 'Apparent', 'Israeli', 'Attack']",nyt,active,2.0,Other suffering,israel,1,Israel,2024-03-25,passive
Dutch nightclub hostage siege ends with man held,2024-03-30,"['Dutch', 'nightclub', 'hostage', 'siege', 'ends', 'with', 'man', 'held']","['Dutch', 'nightclub', 'hostage', 'siege', 'end', 'with', 'man', 'held']",bbc,active,2.0,Other suffering,none,0,Other,2024-03-25,active
Journalists injured in Gaza hospital air strike,2024-03-31,"['Journalists', 'injured', 'in', 'Gaza', 'hospital', 'air', 'strike']","['Journalists', 'injured', 'in', 'Gaza', 'hospital', 'air', 'strike']",bbc,unclear,0.0,Palestinian suffering,none,0,Israel,2024-03-25,passive
"Israeli strike destroys Iranian consulate in Syria, says Iran state media",2024-04-01,"['Israeli', 'strike', 'destroys', 'Iranian', 'consulate', 'in', 'Syria,', 'says', 'Iran', 'state', 'media']","['Israeli', 'strike', 'destroys', 'Iranian', 'consulate', 'in', 'Syria,', 'say', 'Iran', 'state', 'medium']",bbc,active,2.0,Other suffering,israel,0,Israel,2024-04-01,passive
"Senior Iranian commander killed in Israeli strike, Iran state media says",2024-04-01,"['Senior', 'Iranian', 'commander', 'killed', 'in', 'Israeli', 'strike,', 'Iran', 'state', 'media', 'says']","['Senior', 'Iranian', 'commander', 'killed', 'in', 'Israeli', 'strike,', 'Iran', 'state', 'medium', 'say']",bbc,active,2.0,Other suffering,israel,1,Israel,2024-04-01,passive
Tuesday Briefing: Iran Said Israel Killed Top Generals,2024-04-01,"['Tuesday', 'Briefing:', 'Iran', 'Said', 'Israel', 'Killed', 'Top', 'Generals']","['Tuesday', 'Briefing:', 'Iran', 'Said', 'Israel', 'Killed', 'Top', 'Generals']",nyt,active,2.0,Other suffering,israel,1,Israel,2024-04-01,active
Iran vows revenge after two generals killed in Israeli strike on Syria consulate,2024-04-01,"['Iran', 'vows', 'revenge', 'after', 'two', 'generals', 'killed', 'in', 'Israeli', 'strike', 'on', 'Syria', 'consulate']","['Iran', 'vow', 'revenge', 'after', 'two', 'general', 'killed', 'in', 'Israeli', 'strike', 'on', 'Syria', 'consulate']",guardian,active,2.0,Other suffering,israel,1,Israel,2024-04-01,active
3 Top Iranian Commanders Are Reported Killed in Israeli Strike in Syria,2024-04-01,"['3', 'Top', 'Iranian', 'Commanders', 'Are', 'Reported', 'Killed', 'in', 'Israeli', 'Strike', 'in', 'Syria']","['3', 'Top', 'Iranian', 'Commanders', 'Are', 'Reported', 'Killed', 'in', 'Israeli', 'Strike', 'in', 'Syria']",nyt,passive,2.0,Other suffering,israel,1,Israel,2024-04-01,passive
"Seven Gaza aid workers including UK, US and Australian citizens killed in Israeli strike, charity says",2024-04-02,"['Seven', 'Gaza', 'aid', 'workers', 'including', 'UK,', 'US', 'and', 'Australian', 'citizens', 'killed', 'in', 'Israeli', 'strike,', 'charity', 'says']","['Seven', 'Gaza', 'aid', 'worker', 'including', 'UK,', 'US', 'and', 'Australian', 'citizen', 'killed', 'in', 'Israeli', 'strike,', 'charity', 'say']",guardian,active,0.0,Palestinian suffering,israel,1,Israel,2024-04-01,passive
What We Know About the Israeli Strike That Killed 7 Aid Workers in Gaza,2024-04-02,"['What', 'We', 'Know', 'About', 'the', 'Israeli', 'Strike', 'That', 'Killed', '7', 'Aid', 'Workers', 'in', 'Gaza']","['What', 'We', 'Know', 'About', 'the', 'Israeli', 'Strike', 'That', 'Killed', '7', 'Aid', 'Workers', 'in', 'Gaza']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2024-04-01,passive
Iran and Israel Have a Long History of Clandestine Attacks,2024-04-02,"['Iran', 'and', 'Israel', 'Have', 'a', 'Long', 'History', 'of', 'Clandestine', 'Attacks']","['Iran', 'and', 'Israel', 'Have', 'a', 'Long', 'History', 'of', 'Clandestine', 'Attacks']",nyt,active,,No suffering described,iran and israel,0,Other,2024-04-01,active
Fears Grow That Syria Strike Could Spur Retaliatory Attacks on Israel and U.S.,2024-04-02,"['Fears', 'Grow', 'That', 'Syria', 'Strike', 'Could', 'Spur', 'Retaliatory', 'Attacks', 'on', 'Israel', 'and', 'U.S.']","['Fears', 'Grow', 'That', 'Syria', 'Strike', 'Could', 'Spur', 'Retaliatory', 'Attacks', 'on', 'Israel', 'and', 'U.S.']",nyt,active,1.0,Israeli suffering,none,0,Other,2024-04-01,active
Charities halt Gaza aid after drone attack that killed seven workers,2024-04-02,"['Charities', 'halt', 'Gaza', 'aid', 'after', 'drone', 'attack', 'that', 'killed', 'seven', 'workers']","['Charities', 'halt', 'Gaza', 'aid', 'after', 'drone', 'attack', 'that', 'killed', 'seven', 'worker']",guardian,active,0.0,Palestinian suffering,none,1,Other,2024-04-01,passive
Zomi Frankcom’s family say Australian aid worker killed in Israeli airstrike was ‘doing the work she loves’,2024-04-02,"['Zomi', 'Frankcom’s', 'family', 'say', 'Australian', 'aid', 'worker', 'killed', 'in', 'Israeli', 'airstrike', 'was', '‘doing', 'the', 'work', 'she', 'loves’']","['Zomi', 'Frankcom’s', 'family', 'say', 'Australian', 'aid', 'worker', 'killed', 'in', 'Israeli', 'airstrike', 'wa', '‘doing', 'the', 'work', 'she', 'loves’']",guardian,active,0.0,Palestinian suffering,israel,1,Israel,2024-04-01,passive
Who were the seven aid workers killed in Gaza?,2024-04-02,"['Who', 'were', 'the', 'seven', 'aid', 'workers', 'killed', 'in', 'Gaza?']","['Who', 'were', 'the', 'seven', 'aid', 'worker', 'killed', 'in', 'Gaza?']",bbc,active,0.0,Palestinian suffering,none,1,Israel,2024-04-01,passive
